Naziv isplatitelja;Datum;Primatelj;Iznos na poziciji;Programska klasifikacija;Ekonomska klasifikacija;Opis
GRAD OTOČAC;23.2.2021 1:00;LibusoftCicom;58,07;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;plaćanje računa
GRAD OTOČAC;23.2.2021 1:00;LibusoftCicom;1594,52;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;plaćanje računa
GRAD OTOČAC;23.2.2021 1:00;LibusoftCicom;64,7;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;plaćanje računa
GRAD OTOČAC;18.3.2021 1:00;LibusoftCicom;161,76;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;prijenos početnog stanja 21/0000249
GRAD OTOČAC;26.3.2021 1:00;LibusoftCicom;1594,52;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 03/21 21/0000284
GRAD OTOČAC;15.4.2021 2:00;LibusoftCicom;161,76;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323990 Ostale nespomenute usluge;otvaranje početnih stanja 21/0000405
GRAD OTOČAC;22.4.2021 2:00;LibusoftCicom;1649,27;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;standardno održavanje 04/21 21/0000467
GRAD OTOČAC;22.4.2021 2:00;LibusoftCicom;2707,55;A01 1002K100001 Nabava dugotrajne imovine;426210 Ulaganja u računalne programe;Program NUV- naknada za uređenje voda 21/0000468
GRAD OTOČAC;22.4.2021 2:00;LibusoftCicom;126,09;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka Komis, Jasna Kordić 21/0000425
GRAD OTOČAC;25.5.2021 2:00;LibusoftCicom;111,98;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322110 Uredski materijal;plaćanje ponude, kuverta s povratnicom
GRAD OTOČAC;25.5.2021 2:00;LibusoftCicom;1649,27;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;standardno održavanje SPI 05/21 21/0000625
GRAD OTOČAC;17.6.2021 2:00;LibusoftCicom;1649,27;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;SPI održavanje 06/21 21/0000759
GRAD OTOČAC;29.6.2021 2:00;LibusoftCicom;58,07;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323540 Licence;povećanje licenci 21/0000789
GRAD OTOČAC;29.6.2021 2:00;LibusoftCicom;116,13;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323540 Licence;povećanje licence 21/0000788
GRAD OTOČAC;14.7.2021 2:00;LibusoftCicom;499,95;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323540 Licence;licenca za NOD 32 21/0000816
GRAD OTOČAC;21.7.2021 2:00;LibusoftCicom;63,04;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;seminar I.Degoricija 21/0000898
GRAD OTOČAC;21.7.2021 2:00;LibusoftCicom;1649,27;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;ODRŽAVANJE SPI 07/21 21/0000890
GRAD OTOČAC;21.7.2021 2:00;LibusoftCicom;126,09;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;osnovna obuka G.Podnar i J.Kordić 21/0000897
GRAD OTOČAC;30.7.2021 2:00;LibusoftCicom;647,02;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323890 Ostale računalne usluge;USLUGA EXPORT PODATAKA SPI 21/0000926
GRAD OTOČAC;7.9.2021 2:00;LibusoftCicom;1649,27;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 08/2021 21/0001067
GRAD OTOČAC;17.9.2021 2:00;LibusoftCicom;63,04;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka I. Rožman 21/0001086
GRAD OTOČAC;17.9.2021 2:00;LibusoftCicom;129,4;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;konzultantske usluge - Komis 21/0001111
GRAD OTOČAC;28.9.2021 2:00;LibusoftCicom;2107,16;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 09/2021 21/0001171
GRAD OTOČAC;28.9.2021 2:00;LibusoftCicom;2322,65;A01 1002K100001 Nabava dugotrajne imovine;426210 Ulaganja u računalne programe;SERVER LC CENTAR, prijenos podataka 21/0001183
GRAD OTOČAC;19.10.2021 2:00;LibusoftCicom;2107,16;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 10/21 21/0001281
GRAD OTOČAC;16.11.2021 1:00;LibusoftCicom;439,15;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka- registar nekretnina 21/0001455
GRAD OTOČAC;3.12.2021 1:00;LibusoftCicom;2107,16;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 11/21 21/0001507
GRAD OTOČAC;24.12.2021 1:00;LibusoftCicom;2107,16;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;spi održavanje 12/21 21/0001700
GRAD OTOČAC;29.12.2021 1:00;LibusoftCicom;82,95;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;Evidencija dugotrajne imovine, I.Klobučar 21/0001770
GRAD OTOČAC;15.2.2022 1:00;LibusoftCicom;2107,16;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;ODRŽAVANJE SPI 01/22 22/0000068
GRAD OTOČAC;8.3.2022 1:00;LibusoftCicom;2488,55;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;SPI ODRŽAVANJE 02/22 22/0000157
GRAD OTOČAC;30.3.2022 2:00;LibusoftCicom;2538,32;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;održavanje programa za 03/2022 22/0000341
GRAD OTOČAC;13.4.2022 2:00;LibusoftCicom;82,95;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;321310 Seminari, savjetovanja i simpoziji;izjava o fiskalnoj odgovornosti, I.Degoricija 22/0000401
GRAD OTOČAC;12.5.2022 2:00;LibusoftCicom;199,08;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;priprema instalacija aplikacija i baza podataka 22/0000546
GRAD OTOČAC;12.5.2022 2:00;LibusoftCicom;74,66;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;321310 Seminari, savjetovanja i simpoziji;napredo korištenje aplikacije salda konti 22/0000543
GRAD OTOČAC;12.5.2022 2:00;LibusoftCicom;99,54;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;PRIJENOS POČETNIH STANJA 22/0000538
GRAD OTOČAC;12.5.2022 2:00;LibusoftCicom;2598,05;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;SPI ODRŽAVANJE 04/22 22/0000535
GRAD OTOČAC;12.5.2022 2:00;LibusoftCicom;66,36;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;INSTRUKTORSKA PODRŠKA 22/0000515
GRAD OTOČAC;12.5.2022 2:00;LibusoftCicom;63,04;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;321310 Seminari, savjetovanja i simpoziji;osnovna obuka 22/0000544
GRAD OTOČAC;27.5.2022 2:00;LibusoftCicom;2598,05;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;ODRŽAVANJE SPI 05/22 22/0000731
GRAD OTOČAC;9.6.2022 2:00;LibusoftCicom;398,17;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;321310 Seminari, savjetovanja i simpoziji;edukacija- uvođenje eura kao službene valute RH 22/0000792
GRAD OTOČAC;15.6.2022 2:00;LibusoftCicom;1134,78;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;321310 Seminari, savjetovanja i simpoziji;obuka- uredsko poslovanje 22/0000852
GRAD OTOČAC;28.6.2022 2:00;LibusoftCicom;2598,05;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;ODRŽAVANJE SPI 06/22 22/0000893
GRAD OTOČAC;28.6.2022 2:00;LibusoftCicom;132,72;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;prijenos početnog stanja 22/0000872
GRAD OTOČAC;22.7.2022 2:00;LibusoftCicom;2598,05;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;održavanje SPI 07/22 22/0001017
GRAD OTOČAC;12.8.2022 2:00;LibusoftCicom;4147,59;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;nadogradnja SPI programa za uvođenje eura 22/0001091
GRAD OTOČAC;18.8.2022 2:00;LibusoftCicom;2598,05;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;održavanje SPI 08/22 22/0001160
GRAD OTOČAC;16.9.2022 2:00;LibusoftCicom;129,4;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;izmjena WORD predložaka 22/0001666
GRAD OTOČAC;29.9.2022 2:00;LibusoftCicom;2708,54;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;održavanje programa za 09/2022 22/0001805
GRAD OTOČAC;12.10.2022 2:00;LibusoftCicom;46,45;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;321310 Seminari, savjetovanja i simpoziji;seminar- susret pravnika 22/0001919
GRAD OTOČAC;12.10.2022 2:00;LibusoftCicom;368,31;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;priprema instalacije aplikacije i baze podataka 22/0001882
GRAD OTOČAC;13.10.2022 2:00;LibusoftCicom;140,19;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;izmjena word predložaka 22/0001947
GRAD OTOČAC;24.10.2022 2:00;LibusoftCicom;2708,54;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;standardno održavanje programa za 10/2022 22/0002027
GRAD OTOČAC;28.11.2022 1:00;LibusoftCicom;2708,54;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;standardno održavanje za 11/2022 22/0002212
GRAD OTOČAC;22.12.2022 1:00;LibusoftCicom;2708,54;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;održavanje programa za 12/2022 22/0002475
GRAD OTOČAC;10.1.2023 1:00;LibusoftCicom;116,13;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;povećanje broja primatelja 22/0002640
GRAD OTOČAC;10.1.2023 1:00;LibusoftCicom;384,6;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323540 Licence;godišnja licenca, antivirusini program ESET 22/0002664
GRAD OTOČAC;25.1.2023 1:00;LibusoftCicom;597,25;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;pomoć oko aplikacije SPI 22/0002690
GRAD OTOČAC;25.1.2023 1:00;LibusoftCicom;2708,59;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje 01/23
GRAD OTOČAC;24.2.2023 1:00;LibusoftCicom;75;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka- rezultat, zakonska korekcija i raspodjela rezultata 23/0000008
GRAD OTOČAC;3.3.2023 1:00;LibusoftCicom;87,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;seminar- Izjava o fiskalnoj odgovornosti 23/0000174
GRAD OTOČAC;13.3.2023 1:00;LibusoftCicom;2708,59;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje spi 2-23 23/0000156
GRAD OTOČAC;22.3.2023 1:00;LibusoftCicom;275;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;prijenos početnog stanja 23/0000270
GRAD OTOČAC;29.3.2023 2:00;LibusoftCicom;2708,59;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje spi 3/23 23/0000337
GRAD OTOČAC;13.4.2023 2:00;LibusoftCicom;125;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;napredna obuka- uredsko poslovanje 23/0000352
GRAD OTOČAC;26.4.2023 2:00;LibusoftCicom;206,25;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;podrška libusofta 23/0000480
GRAD OTOČAC;8.5.2023 2:00;LibusoftCicom;250;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka I. Degoricija i J. Kordić 23/0000527
GRAD OTOČAC;8.5.2023 2:00;LibusoftCicom;2708,59;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;standardno održavanje za 04/2023 23/0000526
GRAD OTOČAC;8.5.2023 2:00;LibusoftCicom;125;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka J. Kordić 23/0000528
GRAD OTOČAC;15.5.2023 2:00;LibusoftCicom;103,13;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;prijenos početnog stanja 23/0000637
GRAD OTOČAC;25.5.2023 2:00;LibusoftCicom;2708,59;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje SPI 05/23 23/0000694
GRAD OTOČAC;27.6.2023 2:00;LibusoftCicom;2708,59;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje spi 6/23 23/0000837
GRAD OTOČAC;26.7.2023 2:00;LibusoftCicom;477;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323540 Licence;ESET Protect licenca 1 godina 23/0001017
GRAD OTOČAC;26.7.2023 2:00;LibusoftCicom;2708,59;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje SPI 7/23 23/0001018
GRAD OTOČAC;7.9.2023 2:00;LibusoftCicom;3128,08;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 08/2023 23/0001352
GRAD OTOČAC;27.9.2023 2:00;LibusoftCicom;3128,08;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 09/2023 23/0001834
GRAD OTOČAC;20.10.2023 2:00;LibusoftCicom;150;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;program usavršavanja u javnoj nabavi 23/0002003
GRAD OTOČAC;27.10.2023 2:00;LibusoftCicom;3128,08;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;standardno održavanje za 10/2023 23/0002083
GRAD OTOČAC;16.11.2023 1:00;LibusoftCicom;1144,74;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;implementacija i ugradnja digitalnih potpisa 23/0002141
GRAD OTOČAC;30.11.2023 1:00;LibusoftCicom;468,75;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;implementacija 23/0002227
GRAD OTOČAC;30.11.2023 1:00;LibusoftCicom;3178,08;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 11/2023 23/0002231
GRAD OTOČAC;15.12.2023 1:00;LibusoftCicom;73;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka, L.Vidmar 23/0002328
GRAD OTOČAC;15.12.2023 1:00;LibusoftCicom;125;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka I.Klobučar 23/0002340
GRAD OTOČAC;20.12.2023 1:00;LibusoftCicom;103,13;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;instruktorska podrška 23/0002448
GRAD OTOČAC;20.12.2023 1:00;LibusoftCicom;3178,08;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;ODRŽAVANJE SPI 12/23 23/0002403
GRAD OTOČAC;1.2.2024 1:00;LibusoftCicom;3178,08;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje spi 1/24
GRAD OTOČAC;28.2.2024 1:00;LibusoftCicom;87,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;napredna obuka 24/0000085
GRAD OTOČAC;28.2.2024 1:00;LibusoftCicom;150;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;podešavanje unutar aplikacije 24/0000074
GRAD OTOČAC;6.3.2024 1:00;LibusoftCicom;3215,55;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje spi 2/24 24/0000169
GRAD OTOČAC;12.3.2024 1:00;LibusoftCicom;157,41;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;priprema instalacije i baze podataka 24/0000246
GRAD OTOČAC;19.3.2024 1:00;LibusoftCicom;112,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;prijenos početnog stanja 24/0000265
GRAD OTOČAC;22.3.2024 1:00;LibusoftCicom;4059,93;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje spi 3/24 24/0000320
GRAD OTOČAC;2.4.2024 2:00;LibusoftCicom;112,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;pomoć u radu korisnika 24/0000347
GRAD OTOČAC;7.5.2024 2:00;LibusoftCicom;4313,96;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 04/2024 24/0000557
GRAD OTOČAC;13.6.2024 2:00;LibusoftCicom;4313,96;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 05/2024 24/0000666
GRAD OTOČAC;13.6.2024 2:00;LibusoftCicom;103,13;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka za ovrhe 24/0000684
GRAD OTOČAC;4.7.2024 2:00;LibusoftCicom;882,8;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka uredsko poslovanje 24/0000819
GRAD OTOČAC;4.7.2024 2:00;LibusoftCicom;3849,61;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 06/2024 24/0000851
GRAD OTOČAC;24.7.2024 2:00;LibusoftCicom;489;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323540 Licence;licenca 1g- NOD32 antivirusni program 24/0000945
GRAD OTOČAC;24.7.2024 2:00;LibusoftCicom;3979,63;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;spi održavanje 7/24 24/0000946
GRAD OTOČAC;24.7.2024 2:00;LibusoftCicom;68,75;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;obuka evidencija prisutnosti, I.Klobučar i M.Marković 24/0000947
GRAD OTOČAC;7.8.2024 2:00;LibusoftCicom;56,25;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;instruktorska podrška- izrada rješenja NUV 24/0001032
GRAD OTOČAC;5.9.2024 2:00;LibusoftCicom;1250;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;instalacija aplikacija i baze podataka- uredsko poslovanje 24/0001156
GRAD OTOČAC;5.9.2024 2:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje spi 8/24 24/0001157
GRAD OTOČAC;12.9.2024 2:00;LibusoftCicom;23202,95;A01 1002K100202 Nabava dugotrajne imovine;426210 Ulaganja u računalne programe;platforma otvoreni grad 24/0001229
GRAD OTOČAC;27.9.2024 2:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 09/2024 24/0001282
GRAD OTOČAC;11.10.2024 2:00;LibusoftCicom;75;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;savjetovanje pročelnika- edukacija 24/0001382
GRAD OTOČAC;15.10.2024 2:00;LibusoftCicom;3375;A18 1021K102103 One City APP sustav;426210 Ulaganja u računalne programe;priprema istalacije aplikacija- za City APP 24/0001411
GRAD OTOČAC;25.10.2024 2:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 10/2024 24/0001464
GRAD OTOČAC;4.12.2024 1:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 11/2024 24/0001680
GRAD OTOČAC;11.12.2024 1:00;LibusoftCicom;137,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;napredna obuka GOP 24/0001726
GRAD OTOČAC;31.12.2024 1:00;LibusoftCicom;212,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;seminar porez na nekretnine 24/0001839
GRAD OTOČAC;17.1.2025 1:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 12/2024 24/0001933
GRAD OTOČAC;18.2.2025 1:00;LibusoftCicom;150;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;webinar
GRAD OTOČAC;18.2.2025 1:00;LibusoftCicom;375;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;export podataka
GRAD OTOČAC;18.2.2025 1:00;LibusoftCicom;300;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;upis plana klasifikacijskih oznaka
GRAD OTOČAC;18.2.2025 1:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 01/25
GRAD OTOČAC;28.2.2025 1:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;održavanje programa za 02/25
GRAD OTOČAC;14.3.2025 1:00;LibusoftCicom;212,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;321310 Seminari, savjetovanja i simpoziji;specijalistički seminar
GRAD OTOČAC;14.3.2025 1:00;LibusoftCicom;37,5;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;podrška
GRAD OTOČAC;25.3.2025 1:00;LibusoftCicom;75;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;pomoć oko izrade završnog izvješća 25/0000161
GRAD OTOČAC;25.3.2025 1:00;LibusoftCicom;300;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;podrška uredsko 25/0000158
GRAD OTOČAC;14.4.2025 2:00;LibusoftCicom;4029,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;standardno održavanje za 03/2025 25/0000379
GRAD OTOČAC;6.5.2025 2:00;LibusoftCicom;0,65;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323810 Usluge ažuriranja računalnih baza;fina potpisi 25/0000488
